x,y,z,roll,pitch,yaw,width,score,success
0.38,1.9027706126633332e-17,0.15498999999811225,3.141592653589793,0.0,-3.141592653589793,0.08,1.0,1
0.38,1.9027706126633332e-17,0.15498999999811225,3.141592653589793,0.0,-2.6179938779914944,0.08,1.0,1
0.38,1.9027706126633332e-17,0.15498999999811225,3.141592653589793,0.0,-2.0943951023931957,0.08,1.0,1
0.38,1.9027706126633332e-17,0.15498999999811225,3.141592653589793,0.0,-1.5707963267948966,0.08,1.0,0
0.38,1.9027706126633332e-17,0.15498999999811225,3.141592653589793,0.0,-1.0471975511965979,0.08,1.0,1
0.38,1.9027706126633332e-17,0.15498999999811225,3.141592653589793,0.0,-0.5235987755982991,0.08,1.0,1
0.38,1.9027706126633332e-17,0.15498999999811225,3.141592653589793,0.0,0.0,0.08,1.0,1
0.38,1.9027706126633332e-17,0.15498999999811225,3.141592653589793,0.0,0.5235987755982987,0.08,1.0,1
0.38,1.9027706126633332e-17,0.15498999999811225,3.141592653589793,0.0,1.0471975511965974,0.08,1.0,1
0.38,1.9027706126633332e-17,0.15498999999811225,3.141592653589793,0.0,1.5707963267948966,0.08,1.0,0
0.38,1.9027706126633332e-17,0.15498999999811225,3.141592653589793,0.0,2.094395102393195,0.08,1.0,1
0.38,1.9027706126633332e-17,0.15498999999811225,3.141592653589793,0.0,2.617993877991494,0.08,1.0,1
